#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;vmk;XXX;Makhuwa-Shirima
;;enu;XXX;Enu
;;ctp;XXX;Western Highland Chatino
;;nsi;XXX;Nigerian Sign Language
;;bsn;XXX;Barasana-Eduria
;;wme;XXX;Wambule
;;nna;XXX;Nyangumarta
;;lra;XXX;Rara Bakati'
;;nym;XXX;Nyamwezi
;;ayc;XXX;Southern Aymara
;;ang;XXX;Old English (ca. 450-1100)
;;fuy;XXX;Fuyug
;;nbg;XXX;Nagarchal
;;mvd;XXX;Mamboru
;;pbh;XXX;E'ñapa Woromaipu
;;sve;XXX;Serili
;;tmv;XXX;Tembo (Motembo)
;;rmz;XXX;Marma
;;mok;XXX;Morori
;;kll;XXX;Kagan Kalagan
;;cov;XXX;Cao Miao
;;qxo;XXX;Southern Conchucos Ancash Quechua
;;gjn;XXX;Gonja
;;msi;XXX;Sabah Malay
;;xpk;XXX;Kulina Pano
;;lit;XXX;Lithuanian
;;ter;XXX;Tereno
;;nlv;XXX;Orizaba Nahuatl
;;ser;XXX;Serrano
;;skw;XXX;Skepi Creole Dutch
;;ldb;XXX;Idun
;;doz;XXX;Dorze
;;tso;XXX;Tsonga
;;eri;XXX;Ogea
;;tgh;XXX;Tobagonian Creole English
;;mva;XXX;Manam
;;ymk;XXX;Makwe
;;asa;XXX;Asu (Tanzania)
;;cji;XXX;Chamalal
;;kza;XXX;Western Karaboro
;;srn;XXX;Sranan Tongo
;;dus;XXX;Dumi
;;soo;XXX;Songo
;;mue;XXX;Media Lengua
;;akm;XXX;Aka-Bo
;;xmj;XXX;Majera
;;vkm;XXX;Kamakan
;;xmx;XXX;Maden
;;sml;XXX;Central Sama
;;nti;XXX;Natioro
;;aam;XXX;Aramanik
;;adt;XXX;Adnyamathanha
;;ssk;XXX;Sunam
;;kdd;XXX;Yankunytjatjara
;;xcv;XXX;Chuvantsy
;;sjs;XXX;Senhaja De Srair
;;lmy;XXX;Lamboya
;;jmx;XXX;Western Juxtlahuaca Mixtec
;;cvg;XXX;Chug
;;lle;XXX;Lele (Papua New Guinea)
;;mur;XXX;Murle
;;mib;XXX;Atatláhuca Mixtec
;;enh;XXX;Tundra Enets
;;gdd;XXX;Gedaged
;;nxx;XXX;Nafri
;;vmb;XXX;Mbabaram
;;eki;XXX;Eki
;;otl;XXX;Tilapa Otomi
;;lbi;XXX;La'bi
;;snu;XXX;Senggi
;;awc;XXX;Cicipu
;;vag;XXX;Vagla
;;mma;XXX;Mama
;;xtm;XXX;Magdalena Peñasco Mixtec
;;uma;XXX;Umatilla
;;kwr;XXX;Kwer
;;dmr;XXX;East Damar
;;gun;XXX;Mbyá Guaraní
;;kbv;XXX;Dera (Indonesia)
;;tka;XXX;Truká
;;gvf;XXX;Golin
;;ugb;XXX;Kuku-Ugbanh
;;kun;XXX;Kunama
;;afk;XXX;Nanubae
;;wbl;XXX;Wakhi
;;mvr;XXX;Marau
;;ash;XXX;Abishira
;;mwp;XXX;Kala Lagaw Ya
;;ril;XXX;Riang (Myanmar)
;;nnm;XXX;Namia
;;gdg;XXX;Ga'dang
;;hoe;XXX;Horom
;;ntk;XXX;Ikoma-Nata-Isenye
;;kas;XXX;Kashmiri
;;bvw;XXX;Boga
;;sef;XXX;Cebaara Senoufo
;;nyx;XXX;Nganyaywana
;;nrc;XXX;Noric
;;dkx;XXX;Mazagway
;;dsn;XXX;Dusner
;;uba;XXX;Ubang
;;bnc;XXX;Bontok
;;neh;XXX;Nyenkha
;;tey;XXX;Tulishi
;;jas;XXX;New Caledonian Javanese
;;sdo;XXX;Bukar-Sadung Bidayuh
;;bbi;XXX;Barombi
;;kzl;XXX;Kayeli
;;jru;XXX;Japrería
;;sdf;XXX;Sarli
;;gvo;XXX;Gavião Do Jiparaná
;;btd;XXX;Batak Dairi
;;mtr;XXX;Mewari
;;mck;XXX;Mbunda
;;til;XXX;Tillamook
;;luq;XXX;Lucumi
;;hmw;XXX;Western Mashan Hmong
;;vlp;XXX;Valpei
;;amv;XXX;Ambelau
;;gnh;XXX;Lere
;;ulu;XXX;Uma' Lung
;;tve;XXX;Te'un
;;lrr;XXX;Southern Lorung
;;ibb;XXX;Ibibio
;;ain;XXX;Ainu (Japan)
;;skm;XXX;Sakam
;;wok;XXX;Longto
;;ayq;XXX;Ayi (Papua New Guinea)
;;ahh;XXX;Aghu
;;kky;XXX;Guguyimidjir
;;sjt;XXX;Ter Sami
;;ynn;XXX;Yana
;;mrc;XXX;Maricopa
;;csr;XXX;Costa Rican Sign Language
;;tre;XXX;East Tarangan
;;yox;XXX;Yoron
;;ssy;XXX;Saho
;;ctm;XXX;Chitimacha
;;hag;XXX;Hanga
;;auc;XXX;Waorani
;;keh;XXX;Keak
;;ddg;XXX;Fataluku
;;sms;XXX;Skolt Sami
;;bto;XXX;Rinconada Bikol
;;aji;XXX;Ajië
;;yon;XXX;Yongkom
;;inb;XXX;Inga
;;reb;XXX;Rembong
;;crz;XXX;Cruzeño
;;swk;XXX;Malawi Sena
;;mct;XXX;Mengisa
;;emo;XXX;Emok
;;xel;XXX;Kelo
;;sqn;XXX;Susquehannock
;;ksw;XXX;S'gaw Karen
;;ann;XXX;Obolo
;;bky;XXX;Bokyi
;;bdi;XXX;Burun
;;hmr;XXX;Hmar
;;bbz;XXX;Babalia Creole Arabic
;;arh;XXX;Arhuaco
;;ara;XXX;Arabic
;;mwe;XXX;Mwera (Chimwera)
;;nmy;XXX;Namuyi
;;iai;XXX;Iaai
;;tqt;XXX;Western Totonac
;;mlp;XXX;Bargam
;;ntw;XXX;Nottoway
;;btx;XXX;Batak Karo
;;ygw;XXX;Yagwoia
;;nih;XXX;Nyiha (Tanzania)
;;yta;XXX;Talu
;;kgm;XXX;Karipúna
;;biv;XXX;Southern Birifor
;;mws;XXX;Mwimbi-Muthambi
;;htu;XXX;Hitu
;;mjz;XXX;Majhi
;;gwi;XXX;Gwichʼin
;;phm;XXX;Phimbi
;;mdc;XXX;Male (Papua New Guinea)
;;lhi;XXX;Lahu Shi
;;zoc;XXX;Copainalá Zoque
;;bgk;XXX;Bit
;;tux;XXX;Tuxináwa
;;gqn;XXX;Guana (Brazil)
;;jie;XXX;Jilbe
;;oke;XXX;Okpe (Southwestern Edo)
;;kwm;XXX;Kwambi
;;egl;XXX;Emilian
;;uzn;XXX;Northern Uzbek
;;mwz;XXX;Moingi
;;ote;XXX;Mezquital Otomi
;;fsl;XXX;French Sign Language
;;chh;XXX;Chinook
;;aob;XXX;Abom
;;kce;XXX;Kaivi
;;cav;XXX;Cavineña
;;yns;XXX;Yansi
;;bza;XXX;Bandi
;;kae;XXX;Ketangalan
;;guv;XXX;Gey
;;cko;XXX;Anufo
;;tcq;XXX;Kaiy
;;laj;XXX;Lango (Uganda)
;;bca;XXX;Central Bai
;;ttf;XXX;Tuotomb
;;msb;XXX;Masbatenyo
;;gzi;XXX;Gazi
;;hmk;XXX;Maek
;;gyb;XXX;Garus
;;bga;XXX;Gwamhi-Wuri
;;ykt;XXX;Kathu
;;mad;XXX;Madurese
;;las;XXX;Lama (Togo)
;;vmw;XXX;Makhuwa
;;cot;XXX;Caquinte
;;chq;XXX;Quiotepec Chinantec
;;nle;XXX;East Nyala
;;mbm;XXX;Ombamba
;;kuk;XXX;Kepo'
;;kqr;XXX;Kimaragang
;;giz;XXX;South Giziga
;;bft;XXX;Balti
;;dba;XXX;Bangi Me
;;pov;XXX;Upper Guinea Crioulo
;;crh;XXX;Crimean Tatar
;;gdn;XXX;Umanakaina
;;xug;XXX;Kunigami
;;bjv;XXX;Bedjond
;;ajz;XXX;Amri Karbi
;;rmb;XXX;Rembarunga
;;bsu;XXX;Bahonsuai
;;tsl;XXX;Ts'ün-Lao
;;yky;XXX;Yakoma
;;jsl;XXX;Japanese Sign Language
;;zgb;XXX;Guibei Zhuang
;;row;XXX;Dela-Oenale
;;mxg;XXX;Mbangala
;;ksn;XXX;Kasiguranin
;;ksb;XXX;Shambala
;;djw;XXX;Djawi
;;kqy;XXX;Koorete
;;soy;XXX;Miyobe
;;kus;XXX;Kusaal
;;iri;XXX;Irigwe
;;xrb;XXX;Eastern Karaboro
;;shd;XXX;Kundal Shahi
;;mxw;XXX;Namo
;;kpt;XXX;Karata
;;gdr;XXX;Wipi
;;hmd;XXX;Large Flowery Miao
;;bfu;XXX;Gahri
;;rmq;XXX;Caló
;;lje;XXX;Rampi
;;tdv;XXX;Toro
;;bgo;XXX;Baga Koga
;;kny;XXX;Kanyok
;;baw;XXX;Bambili-Bambui
;;nph;XXX;Phom Naga
;;agq;XXX;Aghem
;;cab;XXX;Garifuna
;;djn;XXX;Djauan
;;pao;XXX;Northern Paiute
;;nwb;XXX;Nyabwa
;;kcs;XXX;Koenoem
;;tja;XXX;Tajuasohn
;;bqd;XXX;Bung
;;wdj;XXX;Wadjiginy
;;lej;XXX;Lengola
;;cuu;XXX;Tai Ya
;;xru;XXX;Marriammu
;;nnq;XXX;Ngindo
;;esu;XXX;Central Yupik
;;cbg;XXX;Chimila
;;cka;XXX;Khumi Awa Chin
;;kkr;XXX;Kir-Balar
;;aaz;XXX;Amarasi
;;suz;XXX;Sunwar
;;std;XXX;Sentinel
;;bmq;XXX;Bomu
;;stq;XXX;Saterfriesisch
;;hwa;XXX;Wané
;;nuf;XXX;Nusu
;;xkf;XXX;Khengkha
;;gra;XXX;Rajput Garasia
;;bnl;XXX;Boon
;;goo;XXX;Gone Dau
;;gez;XXX;Geez
;;lzl;XXX;Litzlitz
;;ton;XXX;Tonga (Tonga Islands)
;;dgx;XXX;Doghoro
;;ktn;XXX;Karitiâna
;;kop;XXX;Waube
;;zay;XXX;Zayse-Zergulla
;;dbv;XXX;Dungu
;;xhc;XXX;Hunnic
;;mtb;XXX;Anyin Morofo
;;alw;XXX;Alaba-K’abeena
;;aqd;XXX;Ampari Dogon
;;wdu;XXX;Wadjigu
;;ytp;XXX;Thopho
;;sys;XXX;Sinyar
;;knr;XXX;Kaningra
;;gcd;XXX;Ganggalida
;;txo;XXX;Toto
;;wmm;XXX;Maiwa (Indonesia)
;;mii;XXX;Chigmecatitlán Mixtec
;;llo;XXX;Khlor
;;bnj;XXX;Eastern Tawbuid
;;ncs;XXX;Nicaraguan Sign Language
;;pcr;XXX;Panang
;;uln;XXX;Unserdeutsch
;;ifk;XXX;Tuwali Ifugao
;;nuk;XXX;Nuu-chah-nulth
;;gld;XXX;Nanai
;;avi;XXX;Avikam
;;xil;XXX;Illyrian
;;dzd;XXX;Daza
;;sxc;XXX;Sicanian
;;cie;XXX;Cineni
;;oni;XXX;Onin
;;bne;XXX;Bintauna
;;nyb;XXX;Nyangbo
;;cly;XXX;Eastern Highland Chatino
;;ylr;XXX;Yalarnnga
;;mkl;XXX;Mokole
;;izr;XXX;Izere
;;bwj;XXX;Láá Láá Bwamu
;;wgb;XXX;Wagawaga
;;sor;XXX;Somrai
;;mmj;XXX;Majhwar
;;agl;XXX;Fembe
;;nim;XXX;Nilamba
;;gna;XXX;Kaansa
;;ipi;XXX;Ipili
;;zul;XXX;Zulu
;;bja;XXX;Budza
;;zos;XXX;Francisco León Zoque
;;ers;XXX;Ersu
;;pps;XXX;San Luís Temalacayuca Popoloca
;;bwq;XXX;Southern Bobo Madaré
;;tww;XXX;Tuwari
;;sgo;XXX;Songa
;;njo;XXX;Ao Naga
;;dac;XXX;Dambi
;;kdl;XXX;Tsikimba
;;ghe;XXX;Southern Ghale
;;diq;XXX;Dimli (individual language)
;;gic;XXX;Gail
;;air;XXX;Airoran
;;aka;XXX;Akan
;;sid;XXX;Sidamo
;;aax;XXX;Mandobo Atas
;;tnr;XXX;Bedik
;;pir;XXX;Piratapuyo
;;kcb;XXX;Kawacha
;;cas;XXX;Tsimané
;;lau;XXX;Laba
;;cdm;XXX;Chepang
;;thn;XXX;Thachanadan
;;nal;XXX;Nalik
;;kja;XXX;Mlap
;;yee;XXX;Yimas
;;kum;XXX;Kumyk
;;bvm;XXX;Bamunka
;;ddn;XXX;Dendi (Benin)
;;mhg;XXX;Margu
;;aik;XXX;Ake
;;kux;XXX;Kukatja
;;aui;XXX;Anuki
;;sgc;XXX;Kipsigis
;;pqa;XXX;Pa'a
;;kzt;XXX;Tambunan Dusun
;;enb;XXX;Markweeta
;;gwu;XXX;Guwamu
;;dyg;XXX;Villa Viciosa Agta
;;mqg;XXX;Kota Bangun Kutai Malay
;;fuc;XXX;Pulaar
;;kxl;XXX;Nepali Kurux
;;qvl;XXX;Cajatambo North Lima Quechua
;;mfs;XXX;Mexican Sign Language
;;xoc;XXX;O'chi'chi'
;;tix;XXX;Southern Tiwa
;;bei;XXX;Bekati'
;;vin;XXX;Vinza
;;fak;XXX;Fang (Cameroon)
;;cds;XXX;Chadian Sign Language
;;tsy;XXX;Tebul Sign Language
;;ulb;XXX;Ulukwumi
;;prw;XXX;Parawen
;;def;XXX;Dezfuli
;;lie;XXX;Likila
;;gyl;XXX;Gayil
;;ybe;XXX;West Yugur
;;afz;XXX;Obokuitai
;;lrm;XXX;Marama
;;zyn;XXX;Yongnan Zhuang
;;piy;XXX;Piya-Kwonci
;;kck;XXX;Kalanga
;;val;XXX;Vehes
;;csk;XXX;Jola-Kasa
;;blr;XXX;Blang
;;fos;XXX;Siraya
;;yam;XXX;Yamba
;;man;XXX;Mandingo
;;bkq;XXX;Bakairí
;;pef;XXX;Northeastern Pomo
;;uli;XXX;Ulithian
;;mfb;XXX;Bangka
;;bta;XXX;Bata
;;cim;XXX;Cimbrian
;;jac;XXX;Popti'
;;uda;XXX;Uda
;;amb;XXX;Ambo
;;wca;XXX;Yanomámi
;;tvn;XXX;Tavoyan
;;yba;XXX;Yala
;;grx;XXX;Guriaso
;;fbl;XXX;West Albay Bikol
;;itt;XXX;Maeng Itneg
;;dyy;XXX;Dyaabugay
;;alc;XXX;Qawasqar
;;cuc;XXX;Usila Chinantec
;;jab;XXX;Hyam
;;ayd;XXX;Ayabadhu
;;trv;XXX;Taroko
;;hdn;XXX;Northern Haida
;;hid;XXX;Hidatsa
;;llp;XXX;North Efate
;;hnd;XXX;Southern Hindko
;;mbu;XXX;Mbula-Bwazza
;;vmq;XXX;Soyaltepec Mixtec
;;thx;XXX;The
;;cod;XXX;Cocama-Cocamilla
;;gvm;XXX;Gurmana
;;mea;XXX;Menka
;;cmi;XXX;Emberá-Chamí
;;puk;XXX;Pu Ko
;;gwa;XXX;Mbato
;;cub;XXX;Cubeo
;;coa;XXX;Cocos Islands Malay
;;rie;XXX;Rien
;;psm;XXX;Pauserna
;;bqr;XXX;Burusu
;;amg;XXX;Amarag
;;pml;XXX;Lingua Franca
;;aao;XXX;Algerian Saharan Arabic
;;koj;XXX;Sara Dunjo
;;orv;XXX;Old Russian
;;skp;XXX;Sekapan
;;mid;XXX;Mandaic
;;wtk;XXX;Watakataui
;;bzz;XXX;Evant
;;cip;XXX;Chiapanec
;;gse;XXX;Ghanaian Sign Language
;;yri;XXX;Yarí
;;trg;XXX;Lishán Didán
;;wlx;XXX;Wali (Ghana)
;;ace;XXX;Achinese
;;xkp;XXX;Kabatei
;;jdg;XXX;Jadgali
;;khz;XXX;Keapara
;;ruz;XXX;Ruma
;;zum;XXX;Kumzari
;;spe;XXX;Sepa (Papua New Guinea)
;;osc;XXX;Oscan
;;bxo;XXX;Barikanchi
;;zne;XXX;Zande (individual language)
;;thu;XXX;Thuri
;;sxb;XXX;Suba
;;aum;XXX;Asu (Nigeria)
;;tgt;XXX;Central Tagbanwa
;;kwx;XXX;Khirwar
;;abo;XXX;Abon
;;ary;XXX;Moroccan Arabic
;;gak;XXX;Gamkonora
;;tbm;XXX;Tagbu
;;jge;XXX;Judeo-Georgian
;;cwd;XXX;Woods Cree
;;jko;XXX;Kubo
;;mpb;XXX;Mullukmulluk
;;mlq;XXX;Western Maninkakan
;;boa;XXX;Bora
;;nbm;XXX;Ngbaka Ma'bo
;;bti;XXX;Burate
;;kam;XXX;Kamba (Kenya)
;;lmh;XXX;Lambichhong
;;stk;XXX;Arammba
;;lmi;XXX;Lombi
;;lev;XXX;Lamma
;;bnw;XXX;Bisis
;;pih;XXX;Pitcairn-Norfolk
;;kcq;XXX;Kamo
;;bpb;XXX;Barbacoas
;;psq;XXX;Pasi
;;mjw;XXX;Karbi
;;yla;XXX;Yaul
;;int;XXX;Intha
;;rin;XXX;Nungu
;;obl;XXX;Oblo
;;hma;XXX;Southern Mashan Hmong
;;kpa;XXX;Kutto
;;jnj;XXX;Yemsa
;;cng;XXX;Northern Qiang
;;bui;XXX;Bongili
;;chf;XXX;Tabasco Chontal
;;typ;XXX;Thaypan
;;mvo;XXX;Marovo
;;xqt;XXX;Qatabanian
;;akg;XXX;Anakalangu
;;bvv;XXX;Baniva
;;twd;XXX;Twents
;;kfb;XXX;Northwestern Kolami
;;xsp;XXX;Silopi
;;dwr;XXX;Dawro
;;prb;XXX;Lua'
;;bvl;XXX;Bolivian Sign Language
;;txq;XXX;Tii
;;dny;XXX;Dení
;;pyy;XXX;Pyen
;;now;XXX;Nyambo
;;nmf;XXX;Tangkhul Naga
;;yhd;XXX;Judeo-Iraqi Arabic
;;vro;XXX;Võro
;;yir;XXX;North Awyu
;;pgl;XXX;Primitive Irish
;;knx;XXX;Kendayan
;;mhj;XXX;Mogholi
;;agc;XXX;Agatu
;;phk;XXX;Phake
;;btw;XXX;Butuanon
;;tsa;XXX;Tsaangi
;;fag;XXX;Finongan
;;mxp;XXX;Tlahuitoltepec Mixe
;;lpo;XXX;Lipo
;;ism;XXX;Masimasi
;;ont;XXX;Ontenu
;;scf;XXX;San Miguel Creole French
;;xfa;XXX;Faliscan
;;tci;XXX;Wára
;;cuj;XXX;Mashco Piro
;;ili;XXX;Ili Turki
;;tlp;XXX;Filomena Mata-Coahuitlán Totonac
;;wmc;XXX;Wamas
;;ksd;XXX;Kuanua
;;how;XXX;Honi
;;khs;XXX;Kasua
;;myh;XXX;Makah
;;ula;XXX;Fungwa
;;udm;XXX;Udmurt
;;rth;XXX;Ratahan
;;beb;XXX;Bebele
;;kjh;XXX;Khakas
;;wag;XXX;Wa'ema
;;aif;XXX;Agi
;;yyu;XXX;Yau (Sandaun Province)
;;tun;XXX;Tunica
;;sut;XXX;Subtiaba
;;maw;XXX;Mampruli
;;hut;XXX;Humla
;;bda;XXX;Bayot
;;djf;XXX;Djangun
;;sbw;XXX;Simba
;;ggr;XXX;Aghu Tharnggalu
;;amm;XXX;Ama (Papua New Guinea)
;;ngt;XXX;Ngeq
;;nfr;XXX;Nafaanra
;;abj;XXX;Aka-Bea
;;twi;XXX;Twi
;;kmh;XXX;Kalam
;;pym;XXX;Fyam
;;lrc;XXX;Northern Luri
;;fry;XXX;Western Frisian
;;zra;XXX;Kara (Korea)
;;tlb;XXX;Tobelo
;;imn;XXX;Imonda
;;cym;XXX;Welsh
;;sse;XXX;Balangingi
;;pii;XXX;Pini
;;buf;XXX;Bushoong
;;tvs;XXX;Taveta
;;doq;XXX;Dominican Sign Language
;;msm;XXX;Agusan Manobo
;;kif;XXX;Eastern Parbate Kham
;;enr;XXX;Emumu
;;ysn;XXX;Sani
;;ura;XXX;Urarina
;;mdu;XXX;Mboko
;;goe;XXX;Gongduk
;;egy;XXX;Egyptian (Ancient)
;;twq;XXX;Tasawaq
;;bqj;XXX;Bandial
;;lmr;XXX;Lamalera
;;kts;XXX;South Muyu
;;waq;XXX;Wageman
;;sjb;XXX;Sajau Basap
;;wac;XXX;Wasco-Wishram
;;rys;XXX;Yaeyama
;;lbu;XXX;Labu
;;aab;XXX;Alumu-Tesu
;;far;XXX;Fataleka
;;pea;XXX;Peranakan Indonesian
;;mgj;XXX;Abureni
;;evh;XXX;Uvbie
;;tuu;XXX;Tututni
;;bli;XXX;Bolia
;;omt;XXX;Omotik
;;ksv;XXX;Kusu
;;nhx;XXX;Isthmus-Mecayapan Nahuatl
;;adf;XXX;Dhofari Arabic
;;bdl;XXX;Indonesian Bajau
;;ndb;XXX;Kenswei Nsei
;;lse;XXX;Lusengo
;;daq;XXX;Dandami Maria
;;eto;XXX;Eton (Cameroon)
;;wun;XXX;Bungu
;;ztm;XXX;San Agustín Mixtepec Zapotec
;;but;XXX;Bungain
;;ziw;XXX;Zigula
;;too;XXX;Xicotepec De Juárez Totonac
;;buw;XXX;Bubi
;;idd;XXX;Ede Idaca
;;dhn;XXX;Dhanki
;;ciy;XXX;Chaima
;;bbb;XXX;Barai
;;cpx;XXX;Pu-Xian Chinese
;;ekm;XXX;Elip
;;xup;XXX;Upper Umpqua
;;wiy;XXX;Wiyot
;;pbv;XXX;Pnar
;;keo;XXX;Kakwa
;;ekr;XXX;Yace
;;tox;XXX;Tobian
;;pub;XXX;Purum
;;jvd;XXX;Javindo
;;eot;XXX;Beti (Côte d'Ivoire)
;;mzd;XXX;Malimba
;;mlh;XXX;Mape
;;kha;XXX;Khasi
;;xwl;XXX;Western Xwla Gbe
;;lsl;XXX;Latvian Sign Language
;;frk;XXX;Frankish
;;tpe;XXX;Tippera
;;bwx;XXX;Bu-Nao Bunu
;;wbe;XXX;Waritai
;;mnd;XXX;Mondé
;;xpu;XXX;Punic
;;ncr;XXX;Ncane
;;aho;XXX;Ahom
;;bzq;XXX;Buli (Indonesia)
;;pay;XXX;Pech
;;tzh;XXX;Tzeltal
;;bnb;XXX;Bookan
;;kgv;XXX;Karas
;;pad;XXX;Paumarí
;;mpo;XXX;Miu
;;paw;XXX;Pawnee
;;mmv;XXX;Miriti
;;got;XXX;Gothic
;;elo;XXX;El Molo
;;tdl;XXX;Sur
;;bmh;XXX;Kein
;;wrg;XXX;Warungu
;;wav;XXX;Waka
;;hlt;XXX;Nga La
;;igw;XXX;Igwe
;;xib;XXX;Iberian
;;tts;XXX;Northeastern Thai
;;ave;XXX;Avestan
;;sle;XXX;Sholaga
;;yup;XXX;Yukpa
;;jam;XXX;Jamaican Creole English
;;bxv;XXX;Berakou
;;fay;XXX;Southwestern Fars
;;snf;XXX;Noon
;;luw;XXX;Luo (Cameroon)
;;gon;XXX;Gondi
;;xsl;XXX;South Slavey
;;mes;XXX;Masmaje
;;bhd;XXX;Bhadrawahi
;;ndi;XXX;Samba Leko
;;cut;XXX;Teutila Cuicatec
;;yub;XXX;Yugambal
;;apl;XXX;Lipan Apache
;;tbw;XXX;Tagbanwa
;;xlp;XXX;Lepontic
;;ttp;XXX;Tombelala
;;jur;XXX;Jurúna
;;xra;XXX;Krahô
;;wku;XXX;Kunduvadi
;;qxq;XXX;Qashqa'i
;;cho;XXX;Choctaw
;;zpa;XXX;Lachiguiri Zapotec
;;wnb;XXX;Wanambre
;;quh;XXX;South Bolivian Quechua
;;awk;XXX;Awabakal
;;urh;XXX;Urhobo
;;kmo;XXX;Kwoma
;;swo;XXX;Shanenawa
;;mwb;XXX;Juwal
;;dmy;XXX;Demta
;;tyu;XXX;Kua
;;srf;XXX;Nafi
;;tmt;XXX;Tasmate
;;dgg;XXX;Doga
;;yll;XXX;Yil
;;oub;XXX;Glio-Oubi
;;kks;XXX;Giiwo
;;vmh;XXX;Maraghei
;;loi;XXX;Loma (Côte d'Ivoire)
;;bct;XXX;Bendi
;;sir;XXX;Siri
;;ffm;XXX;Maasina Fulfulde
;;kba;XXX;Kalarko
;;bof;XXX;Bolon
;;aod;XXX;Andarum
;;yml;XXX;Iamalele
;;tzo;XXX;Tzotzil
;;bpk;XXX;Orowe
;;emy;XXX;Epigraphic Mayan
;;hhy;XXX;Hoyahoya
;;ojw;XXX;Western Ojibwa
;;zka;XXX;Kaimbulawa
;;nlg;XXX;Gela
;;rue;XXX;Rusyn
;;peo;XXX;Old Persian (ca. 600-400 B.C.)
;;lnb;XXX;Mbalanhu
;;lgb;XXX;Laghu
;;lal;XXX;Lalia
;;pmu;XXX;Mirpur Panjabi
;;krj;XXX;Kinaray-A
;;wxa;XXX;Waxianghua
;;mxy;XXX;Southeastern Nochixtlán Mixtec
;;tge;XXX;Eastern Gorkha Tamang
;;ajp;XXX;South Levantine Arabic
;;uka;XXX;Kaburi
;;wif;XXX;Wik-Keyangan
;;snm;XXX;Southern Ma'di
;;ltc;XXX;Late Middle Chinese
;;sbj;XXX;Surbakhal
;;oyy;XXX;Oya'oya
;;psc;XXX;Persian Sign Language
;;sap;XXX;Sanapaná
;;whg;XXX;North Wahgi
;;kfg;XXX;Kudiya
;;esn;XXX;Salvadoran Sign Language
;;xnr;XXX;Kangri
;;mnm;XXX;Mapena
;;gft;XXX;Gafat
;;bqx;XXX;Baangi
;;ars;XXX;Najdi Arabic
;;ybn;XXX;Yabaâna
;;kuv;XXX;Kur
;;wkl;XXX;Kalanadi
;;osx;XXX;Old Saxon
;;mqk;XXX;Rajah Kabunsuwan Manobo
;;nut;XXX;Nung (Viet Nam)
;;mgq;XXX;Malila
;;mpt;XXX;Mian
;;kfo;XXX;Koro (Côte d'Ivoire)
;;wnu;XXX;Usan
;;zma;XXX;Manda (Australia)
;;etb;XXX;Etebi
;;zyg;XXX;Yang Zhuang
;;ndq;XXX;Ndombe
;;lbg;XXX;Laopang
;;dhg;XXX;Dhangu
;;nmm;XXX;Manangba
;;alj;XXX;Alangan
;;tpv;XXX;Tanapag
;;pri;XXX;Paicî
;;weu;XXX;Welaung
;;inl;XXX;Indonesian Sign Language
;;glg;XXX;Galician
;;zha;XXX;Zhuang
;;iba;XXX;Iban
;;etx;XXX;Eten
;;beq;XXX;Beembe
;;wsv;XXX;Wotapuri-Katarqalai
;;sam;XXX;Samaritan Aramaic
;;omw;XXX;South Tairora
;;mlu;XXX;To'abaita
;;klq;XXX;Rumu
;;ged;XXX;Gade
;;scx;XXX;Sicel
;;qvc;XXX;Cajamarca Quechua
;;zpc;XXX;Choapan Zapotec
;;kch;XXX;Vono
;;tbe;XXX;Tanimbili
;;mir;XXX;Isthmus Mixe
;;moz;XXX;Mukulu
;;tam;XXX;Tamil
;;fab;XXX;Fa D'ambu
;;dbn;XXX;Duriankere
;;tmh;XXX;Tamashek
;;lgn;XXX;Opuuo
;;wlo;XXX;Wolio
;;mkr;XXX;Malas
;;btr;XXX;Baetora
;;vae;XXX;Vale
;;ncf;XXX;Notsi
;;fwe;XXX;Fwe
;;yig;XXX;Wusa Nasu
;;kre;XXX;Panará
;;jpn;XXX;Japanese
;;bop;XXX;Bonkiman
;;slt;XXX;Sila
;;sdm;XXX;Semandang
;;oui;XXX;Old Uighur
;;bcz;XXX;Bainouk-Gunyaamolo
;;koy;XXX;Koyukon
;;kau;XXX;Kanuri
;;tpn;XXX;Tupinambá
;;khh;XXX;Kehu
;;awy;XXX;Edera Awyu
;;atm;XXX;Ata
;;dng;XXX;Dungan
;;xtp;XXX;San Miguel Piedras Mixtec
;;muo;XXX;Nyong
;;aea;XXX;Areba
;;njd;XXX;Ndonde Hamba
;;lrt;XXX;Larantuka Malay
;;ynd;XXX;Yandruwandha
;;mwc;XXX;Are
;;dms;XXX;Dampelas
;;uzb;XXX;Uzbek
;;tme;XXX;Tremembé
;;fun;XXX;Fulniô
;;nie;XXX;Niellim
;;xtq;XXX;Tumshuqese
;;mrs;XXX;Maragus
;;niw;XXX;Nimo
;;ymc;XXX;Southern Muji
;;wah;XXX;Watubela
;;tif;XXX;Tifal
;;kxu;XXX;Kui (India)
;;kyf;XXX;Kouya
;;klj;XXX;Turkic Khalaj
;;vmv;XXX;Valley Maidu
;;spk;XXX;Sengo
;;bas;XXX;Basa (Cameroon)
;;dru;XXX;Rukai
;;xad;XXX;Adai
;;jiy;XXX;Buyuan Jinuo
;;itr;XXX;Iteri
;;hve;XXX;San Dionisio Del Mar Huave
;;dhw;XXX;Dhanwar (Nepal)
;;rad;XXX;Rade
;;kvo;XXX;Dobel
;;noi;XXX;Noiri
